Program,Age ,Gender,Race,Household,House income 
Family Swim 2/21/2025 12pm-1:00pm,18,female,"White/European descent,",5,"$30,001-40,000"
Family Swim 1/21/2025 5:45-6:45pm,8,female,black/African-American (having origins in Sub-Saharan Africa,3,"$90,001+"
Family Swim 2/11/2025 5:45-6:45pm,7,female,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 3/13/2025 3:30-4:30,41,male,black/African-American (having origins in Sub-Saharan Africa,6,"$70,001-80,000"
Family Swim 1/24/2025 3:30-4:30,7,male,black/African-American (having origins in Sub-Saharan Africa,2,"$90,001+"
Family Swim 3/26/2025 12pm-1:00pm,39,male,"White/European descent,",5,"$90,001+"
Family Swim 6/16/2025 3:30-4:30,11,female,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",4,"$80,001-90,000"
Family Swim 1/25/2025 3:30-4:30,38,female,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",9,"$30,001-40,000"
Swim Lessons Level 3 Tues,10,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa)",3,"$90,001+"
Family Swim 3/16/2025 3:30-4:30,23,female,black/African-American (having origins in Sub-Saharan Africa,3,"$60,001-70,000"
Family Swim 4/17/2025 12pm-1:00pm,39,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 3/21/2025 12pm-1:00pm,4,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 2/26/2025 12pm-1:00pm,11,male,black/African-American (having origins in Sub-Saharan Africa,5,"$80,001-90,000"
Family Swim 1/20/2025 5:00-6:00pm,9,male,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Parent & Child Swim Lessons Thurs,3,male,black/African-American (having origins in Sub-Saharan Africa,3,"$40,001-50,000"
Companion Swim Lessons Tues,3,male,"White/European descent,",4,"$90,001+"
Family Swim 4/4/2025 5:00-6:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,6,"$60,001-70,000"
Family Swim 4/18/2025 3:30-4:30,9,male,black/African-American (having origins in Sub-Saharan Africa,6,"$20,001-30,000"
Family Swim 4/26/2025 5:45-6:45pm,3,female,"White/European descent,",4,"$20,001-30,000"
Family Swim 3/11/2025 5:00-6:00pm,0,male,black/African-American (having origins in Sub-Saharan Africa,3,"$50,001-60,000"
Family Swim 1/22/2025 4:00-5:00pm,20,female,Multiracial,3,"$70,001-80,000"
Family Swim 4/2/2025 5:00-6:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,6,"$40,001-50,000"
Family Swim 6/6/2025 12pm-1:00pm,9,female,"White/European descent,",5,"$40,001-50,000"
Family Swim 2/26/2025 12pm-1:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,5,"$70,001-80,000"
Family Swim 6/6/2025 5:45-6:45pm,6,male,"White/European descent,",6,"$60,001-70,000"
Family Swim 6/3/2025 4:00-5:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"$90,001+"
Family Swim 2/14/2025 3:30-4:30,3,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 4/14/2025 12pm-1:00pm,4,female,"White/European descent,",3,"$70,001-80,000"
Adult Swim Lessons Thurs,49,male,black/African-American (having origins in Sub-Saharan Africa,2,"$40,001-50,000"
Family Swim 3/31/2025 12pm-1:00pm,34,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 5/6/2025 12pm-1:00pm,8,female,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",4,"$60,001-70,000"
Adult Swim Lessons Thurs,41,female,black/African-American (having origins in Sub-Saharan Africa,7,"$70,001-80,000"
Family Swim 4/23/2025 3:30-4:30,9,male,"White/European descent,",3,"$40,001-50,000"
Family Swim 5/31/2025 5:45-6:45pm,6,female,"White/European descent,",6,"$80,001-90,000"
Family Swim 5/25/2025 12pm-1:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 5/27/2025 12pm-1:00pm,18,female,"White/European descent,",5,"<$10,000"
Family Swim 6/3/2025 3:30-4:30,16,male,black/African-American (having origins in Sub-Saharan Africa,7,"$20,001-30,000"
Family Swim 2/10/2025 12pm-1:00pm,2,male,"White/European descent,",4,"$20,001-30,000"
Family Swim 1/4/2025 4:00-5:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,4,"$60,001-70,000"
Family Swim 1/28/2025 4:00-5:00pm,33,male,black/African-American (having origins in Sub-Saharan Africa,2,"$90,001+"
Family Swim 2/14/2025 12pm-1:00pm,10,male,black/African-American (having origins in Sub-Saharan Africa,3,"$70,001-80,000"
PreK Swim Lessons Wed,4,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",6,"<$10,000"
Family Swim 4/2/2025 5:00-6:00pm,18,male,"White/European descent,",4,"$20,001-30,000"
Family Swim 3/26/2025 4:00-5:00pm,42,male,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",3,"<$10,000"
Family Swim 1/2/2025 5:00-6:00pm,4,female,"White/European descent,",3,"$60,001-70,000"
Family Swim 5/4/2025 3:30-4:30,7,male,"White/European descent,",4,"<$10,000"
Family Swim 3/7/2025 5:45-6:45pm,2,female,"White/European descent,",5,"$40,001-50,000"
Family Swim 5/17/2025 4:00-5:00pm,7,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",3,"$80,001-90,000"
Family Swim 1/21/2025 5:00-6:00pm,26,male,"White/European descent,",5,"$60,001-70,000"
Family Swim 2/23/2025 12pm-1:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 1/10/2025 5:45-6:45pm,11,male,"White/European descent,",6,"$10,001-20,000"
Family Swim 2/21/2025 5:00-6:00pm,32,male,"White/European descent,",3,"$60,001-70,000"
Family Swim 6/16/2025 4:00-5:00pm,27,female,black/African-American (having origins in Sub-Saharan Africa,5,"$40,001-50,000"
Family Swim 3/30/2025 4:00-5:00pm,24,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 3/21/2025 12pm-1:00pm,37,female,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 2/19/2025 12pm-1:00pm,43,male,Multiracial,5,"$40,001-50,000"
Family Swim 2/17/2025 12pm-1:00pm,25,female,black/African-American (having origins in Sub-Saharan Africa,5,"$30,001-40,000"
Family Swim 5/1/2025 3:30-4:30,28,male,"White/European descent,",3,"<$10,000"
Family Swim 6/27/2025 3:30-4:30,21,male,"White/European descent,",6,"$20,001-30,000"
Swim Lessons Level 5 Thurs,11,male,"White/European descent,",2,"$10,001-20,000"
Family Swim 5/13/2025 12pm-1:00pm,43,non-binary,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 3/26/2025 5:45-6:45pm,4,male,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",9,"$40,001-50,000"
Swim Lessons Level 1 Fri,6,female,"White/European descent,",4,"$30,001-40,000"
Family Swim 5/11/2025 5:45-6:45pm,40,female,black/African-American (having origins in Sub-Saharan Africa,6,"$90,001+"
PreK Swim Lessons Fri,10,female,black/African-American (having origins in Sub-Saharan Africa,5,"$90,001+"
Family Swim 4/2/2025 5:45-6:45pm,7,female,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Swim Lessons Level 4 Tues,5,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 5/9/2025 3:30-4:30,18,male,"White/European descent,",5,"$80,001-90,000"
Family Swim 6/15/2025 4:00-5:00pm,31,male,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",3,"$90,001+"
Family Swim 2/10/2025 4:00-5:00pm,25,female,"White/European descent,",5,"$90,001+"
Family Swim 1/29/2025 3:30-4:30,19,male,"White/European descent,",3,"<$10,000"
Family Swim 5/13/2025 12pm-1:00pm,4,male,"White/European descent,",9,"<$10,000"
PreK Swim Lessons Tues,3,male,Multiracial,3,"<$10,000"
Family Swim 5/9/2025 3:30-4:30,1,male,Multiracial,3,"$90,001+"
Family Swim 5/7/2025 12pm-1:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,6,"$40,001-50,000"
Family Swim 2/17/2025 3:30-4:30,17,male,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",3,"$40,001-50,000"
Family Swim 1/8/2025 5:00-6:00pm,34,female,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 4/11/2025 5:00-6:00pm,6,male,"White/European descent,",5,"<$10,000"
PreK Swim Lessons Wed,8,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa)",2,"$50,001-60,000"
Family Swim 6/3/2025 4:00-5:00pm,41,female,"White/European descent,",2,"<$10,000"
Family Swim 3/6/2025 4:00-5:00pm,29,male,black/African-American (having origins in Sub-Saharan Africa,4,"$60,001-70,000"
Family Swim 2/14/2025 5:45-6:45pm,9,female,"White/European descent,",3,"$70,001-80,000"
Family Swim 6/4/2025 5:45-6:45pm,7,female,black/African-American (having origins in Sub-Saharan Africa,3,"$60,001-70,000"
Family Swim 5/13/2025 5:45-6:45pm,6,female,"White/European descent,",1,"$10,001-20,000"
Family Swim 4/22/2025 3:30-4:30,9,male,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 6/21/2025 5:00-6:00pm,7,male,"White/European descent,",3,"$70,001-80,000"
Childcare Swim Lessons Tues,10,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",1,"<$10,000"
Family Swim 6/5/2025 12pm-1:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 5/24/2025 12pm-1:00pm,15,female,black/African-American (having origins in Sub-Saharan Africa,5,"$50,001-60,000"
Family Swim 3/14/2025 12pm-1:00pm,12,female,"White/European descent,",2,"$10,001-20,000"
Swim Lessons Level 2 Wed,3,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 4/20/2025 3:30-4:30,15,female,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Parent & Child Swim Lessons Tues,3,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 6/28/2025 4:00-5:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Swim Lessons Level 2 Wed,8,female,"White/European descent,",4,"$50,001-60,000"
Family Swim 4/13/2025 5:00-6:00pm,5,male,"White/European descent,",3,"<$10,000"
Family Swim 4/14/2025 5:00-6:00pm,9,male,black/African-American (having origins in Sub-Saharan Africa,6,"$70,001-80,000"
Family Swim 1/21/2025 4:00-5:00pm,5,male,"White/European descent,",7,"$10,001-20,000"
Family Swim 1/2/2025 4:00-5:00pm,10,female,black/African-American (having origins in Sub-Saharan Africa,7,"$10,001-20,000"
Family Swim 1/9/2025 5:00-6:00pm,34,male,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Childcare Swim Lessons Fri,10,male,"White/European descent,",3,"$80,001-90,000"
Adult Swim Lessons Wed,35,male,black/African-American (having origins in Sub-Saharan Africa,2,"$90,001+"
Family Swim 2/16/2025 5:00-6:00pm,10,male,"White/European descent,",3,"$30,001-40,000"
Family Swim 3/18/2025 4:00-5:00pm,26,male,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",3,"<$10,000"
Family Swim 3/29/2025 5:00-6:00pm,27,female,"White/European descent,",5,"$10,001-20,000"
Family Swim 2/14/2025 3:30-4:30,10,female,"White/European descent,",3,"<$10,000"
Family Swim 3/18/2025 3:30-4:30,3,male,black/African-American (having origins in Sub-Saharan Africa,7,"$90,001+"
Family Swim 3/4/2025 5:00-6:00pm,31,male,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 5/6/2025 12pm-1:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,1,"$90,001+"
Family Swim 5/17/2025 5:00-6:00pm,3,male,"White/European descent,",6,"$50,001-60,000"
Adult Swim Lessons Tues,52,female,Multiracial,5,"$40,001-50,000"
Family Swim 3/25/2025 5:45-6:45pm,8,female,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Childcare Swim Lessons Mon,12,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 6/6/2025 5:45-6:45pm,8,male,black/African-American (having origins in Sub-Saharan Africa,3,"$80,001-90,000"
Family Swim 5/23/2025 12pm-1:00pm,11,female,"White/European descent,",2,"<$10,000"
Family Swim 5/13/2025 4:00-5:00pm,32,male,"White/European descent,",4,"$90,001+"
Family Swim 1/1/2025 5:45-6:45pm,33,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 6/25/2025 5:00-6:00pm,3,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"<$10,000"
PreK Swim Lessons Fri,3,female,black/African-American (having origins in Sub-Saharan Africa,3,"$90,001+"
Family Swim 6/9/2025 12pm-1:00pm,0,female,"White/European descent,",5,"<$10,000"
Family Swim 6/13/2025 3:30-4:30,7,female,"White/European descent,",5,"<$10,000"
Family Swim 2/15/2025 5:45-6:45pm,27,female,black/African-American (having origins in Sub-Saharan Africa,2,"$80,001-90,000"
Family Swim 1/3/2025 5:45-6:45pm,7,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",1,"$30,001-40,000"
Family Swim 4/29/2025 5:45-6:45pm,11,male,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 3/24/2025 3:30-4:30,41,male,"White/European descent,",6,"$50,001-60,000"
Family Swim 1/4/2025 12pm-1:00pm,34,male,"White/European descent,",5,"$50,001-60,000"
Family Swim 2/18/2025 5:00-6:00pm,11,male,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",5,"$10,001-20,000"
Swim Lessons Level 5 Wed,13,male,"White/European descent,",4,"<$10,000"
Family Swim 3/7/2025 4:00-5:00pm,3,male,black/African-American (having origins in Sub-Saharan Africa,3,"$90,001+"
Family Swim 2/16/2025 12pm-1:00pm,38,female,Multiracial,4,"<$10,000"
Family Swim 4/28/2025 4:00-5:00pm,9,female,"White/European descent,",3,"$40,001-50,000"
Family Swim 4/30/2025 12pm-1:00pm,12,female,"White/European descent,",5,"$10,001-20,000"
Family Swim 3/1/2025 4:00-5:00pm,13,male,"White/European descent,",3,"$10,001-20,000"
Swim Lessons Level 1 Mon,16,female,black/African-American (having origins in Sub-Saharan Africa,3,"$50,001-60,000"
Family Swim 4/15/2025 4:00-5:00pm,32,male,"White/European descent,",4,"$80,001-90,000"
Family Swim 1/29/2025 5:45-6:45pm,27,male,Multiracial,4,"$80,001-90,000"
Family Swim 2/28/2025 5:00-6:00pm,25,male,black/African-American (having origins in Sub-Saharan Africa,5,"$90,001+"
Family Swim 6/2/2025 12pm-1:00pm,18,male,"White/European descent,",4,"$10,001-20,000"
Family Swim 1/17/2025 5:45-6:45pm,10,male,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",7,"$30,001-40,000"
Swim Lessons Level 4 Wed,9,female,"White/European descent,",6,"<$10,000"
Family Swim 4/29/2025 12pm-1:00pm,8,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",6,"$70,001-80,000"
Family Swim 3/21/2025 12pm-1:00pm,31,female,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Swim Lessons Level 1 Mon,9,male,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",5,"$40,001-50,000"
Family Swim 3/26/2025 3:30-4:30,7,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Swim Lessons Level 3 Mon,3,female,"White/European descent,",4,"$90,001+"
Family Swim 3/9/2025 5:00-6:00pm,7,male,"White/European descent,",3,"$90,001+"
Family Swim 2/12/2025 3:30-4:30,6,female,"White/European descent,",5,"$90,001+"
Family Swim 4/16/2025 4:00-5:00pm,8,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",1,"<$10,000"
Family Swim 5/2/2025 12pm-1:00pm,0,male,"White/European descent,",1,"$90,001+"
Swim Lessons Level 4 Wed,5,male,"White/European descent,",6,"<$10,000"
Family Swim 1/13/2025 3:30-4:30,10,male,"White/European descent,",1,"$10,001-20,000"
Family Swim 2/28/2025 4:00-5:00pm,9,male,"White/European descent,",4,"<$10,000"
Family Swim 2/17/2025 12pm-1:00pm,39,male,"White/European descent,",5,"$10,001-20,000"
Family Swim 4/15/2025 4:00-5:00pm,7,male,black/African-American (having origins in Sub-Saharan Africa,3,"$40,001-50,000"
Family Swim 4/6/2025 5:00-6:00pm,10,female,"White/European descent,",7,"<$10,000"
Companion Swim Lessons Tues,4,male,Multiracial,3,"$20,001-30,000"
Family Swim 6/15/2025 3:30-4:30,38,male,"White/European descent,",6,"$60,001-70,000"
Family Swim 5/20/2025 4:00-5:00pm,40,male,"White/European descent,",5,"$90,001+"
Family Swim 2/5/2025 3:30-4:30,39,female,black/African-American (having origins in Sub-Saharan Africa,3,"$60,001-70,000"
Family Swim 1/8/2025 4:00-5:00pm,5,female,"White/European descent,",2,"$50,001-60,000"
Companion Swim Lessons Fri,4,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 6/19/2025 4:00-5:00pm,34,male,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 2/15/2025 4:00-5:00pm,6,male,"White/European descent,",3,"<$10,000"
Family Swim 1/9/2025 4:00-5:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,9,"$10,001-20,000"
PreK Swim Lessons Tues,6,male,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 4/16/2025 12pm-1:00pm,21,female,"White/European descent,",6,"$60,001-70,000"
Family Swim 6/9/2025 12pm-1:00pm,9,female,"White/European descent,",2,"$20,001-30,000"
Family Swim 4/14/2025 3:30-4:30,10,male,black/African-American (having origins in Sub-Saharan Africa,9,"$60,001-70,000"
Family Swim 5/17/2025 5:00-6:00pm,9,female,black/African-American (having origins in Sub-Saharan Africa,3,"$20,001-30,000"
Family Swim 5/22/2025 5:45-6:45pm,7,female,"White/European descent,",4,"$30,001-40,000"
Family Swim 1/2/2025 5:00-6:00pm,33,male,"White/European descent,",4,"$30,001-40,000"
Family Swim 1/27/2025 3:30-4:30,39,male,"White/European descent,",2,"<$10,000"
Family Swim 5/21/2025 5:00-6:00pm,9,male,"White/European descent,",6,"$30,001-40,000"
Family Swim 2/2/2025 5:45-6:45pm,9,female,black/African-American (having origins in Sub-Saharan Africa,3,"$60,001-70,000"
Family Swim 2/7/2025 12pm-1:00pm,9,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",4,"$40,001-50,000"
Parent & Child Swim Lessons Wed,1,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 2/6/2025 12pm-1:00pm,6,female,"White/European descent,",5,"$60,001-70,000"
Family Swim 1/27/2025 4:00-5:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,2,"$10,001-20,000"
Family Swim 1/3/2025 3:30-4:30,17,male,"White/European descent,",2,"<$10,000"
Swim Lessons Level 1 Fri,6,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 4/25/2025 3:30-4:30,24,male,Multiracial,3,"$40,001-50,000"
Family Swim 5/12/2025 5:45-6:45pm,9,male,black/African-American (having origins in Sub-Saharan Africa,2,"$10,001-20,000"
PreK Swim Lessons Fri,10,male,"White/European descent,",7,"$60,001-70,000"
Family Swim 4/28/2025 5:45-6:45pm,44,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 5/17/2025 12pm-1:00pm,7,male,black/African-American (having origins in Sub-Saharan Africa,5,"$80,001-90,000"
Family Swim 2/7/2025 4:00-5:00pm,10,female,black/African-American (having origins in Sub-Saharan Africa,4,"$10,001-20,000"
Family Swim 3/3/2025 12pm-1:00pm,25,female,"White/European descent,",3,"$50,001-60,000"
Family Swim 2/24/2025 3:30-4:30,41,male,"White/European descent,",4,"$80,001-90,000"
Family Swim 1/12/2025 4:00-5:00pm,9,female,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",3,"$20,001-30,000"
Family Swim 6/24/2025 4:00-5:00pm,11,female,"White/European descent,",3,"<$10,000"
Family Swim 2/13/2025 3:30-4:30,4,female,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",4,"$40,001-50,000"
Swim Lessons Level 1 Fri,8,female,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 3/6/2025 3:30-4:30,10,female,"White/European descent,",9,"$90,001+"
Family Swim 1/9/2025 12pm-1:00pm,38,female,"White/European descent,",3,"<$10,000"
Family Swim 6/12/2025 5:00-6:00pm,6,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 2/9/2025 12pm-1:00pm,14,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa)",2,"$20,001-30,000"
Family Swim 1/19/2025 3:30-4:30,11,male,"White/European descent,",3,"<$10,000"
Family Swim 3/3/2025 5:45-6:45pm,17,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"$60,001-70,000"
Companion Swim Lessons Tues,5,female,"White/European descent,",3,"$40,001-50,000"
Family Swim 6/29/2025 5:45-6:45pm,25,male,black/African-American (having origins in Sub-Saharan Africa,5,"$40,001-50,000"
Family Swim 2/4/2025 5:00-6:00pm,4,male,"White/European descent,",4,"$90,001+"
Swim Lessons Level 1 Wed,7,male,"White/European descent,",2,"$10,001-20,000"
Family Swim 2/18/2025 5:45-6:45pm,10,male,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",7,"$60,001-70,000"
Family Swim 1/5/2025 5:45-6:45pm,10,female,"White/European descent,",4,"$20,001-30,000"
Family Swim 1/3/2025 5:45-6:45pm,11,female,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 4/3/2025 12pm-1:00pm,53,male,black/African-American (having origins in Sub-Saharan Africa,4,"$20,001-30,000"
Family Swim 2/11/2025 5:45-6:45pm,18,male,black/African-American (having origins in Sub-Saharan Africa,7,"$90,001+"
Parent & Child Swim Lessons Thurs,7,male,"White/European descent,",3,"$30,001-40,000"
Family Swim 2/22/2025 12pm-1:00pm,18,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 2/19/2025 5:45-6:45pm,30,female,"White/European descent,",5,"$60,001-70,000"
Family Swim 3/18/2025 12pm-1:00pm,17,female,"White/European descent,",3,"$90,001+"
Parent & Child Swim Lessons Thurs,7,male,Multiracial,4,"$90,001+"
Family Swim 2/25/2025 12pm-1:00pm,5,male,black/African-American (having origins in Sub-Saharan Africa,9,"$40,001-50,000"
Family Swim 5/7/2025 5:45-6:45pm,9,female,"White/European descent,",4,"$20,001-30,000"
Family Swim 5/19/2025 5:00-6:00pm,1,female,black/African-American (having origins in Sub-Saharan Africa,5,"$40,001-50,000"
Family Swim 1/10/2025 4:00-5:00pm,9,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"$90,001+"
Family Swim 4/1/2025 4:00-5:00pm,5,male,black/African-American (having origins in Sub-Saharan Africa,6,"$90,001+"
Family Swim 3/22/2025 5:45-6:45pm,8,male,black/African-American (having origins in Sub-Saharan Africa,6,"$90,001+"
Family Swim 4/2/2025 12pm-1:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 1/31/2025 12pm-1:00pm,29,male,"White/European descent,",3,"<$10,000"
Family Swim 3/25/2025 3:30-4:30,36,male,black/African-American (having origins in Sub-Saharan Africa,1,"$40,001-50,000"
Family Swim 1/23/2025 3:30-4:30,7,non-binary,"White/European descent,",5,"<$10,000"
Family Swim 6/20/2025 4:00-5:00pm,41,female,"White/European descent,",6,"<$10,000"
Family Swim 4/16/2025 12pm-1:00pm,16,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 1/7/2025 5:00-6:00pm,32,male,black/African-American (having origins in Sub-Saharan Africa,2,"$60,001-70,000"
Family Swim 4/2/2025 3:30-4:30,31,male,black/African-American (having origins in Sub-Saharan Africa,3,"$90,001+"
Family Swim 6/16/2025 12pm-1:00pm,18,female,"White/European descent,",4,"$80,001-90,000"
Family Swim 5/14/2025 5:00-6:00pm,24,male,black/African-American (having origins in Sub-Saharan Africa,6,"$90,001+"
Family Swim 2/19/2025 5:00-6:00pm,24,female,"White/European descent,",3,"$70,001-80,000"
Family Swim 6/10/2025 5:00-6:00pm,34,female,black/African-American (having origins in Sub-Saharan Africa,5,"$60,001-70,000"
Swim Lessons Level 5 Fri,8,female,"White/European descent,",5,"<$10,000"
Family Swim 2/14/2025 5:45-6:45pm,17,female,black/African-American (having origins in Sub-Saharan Africa,7,"$50,001-60,000"
Family Swim 1/28/2025 4:00-5:00pm,36,male,"White/European descent,",2,"<$10,000"
Family Swim 6/16/2025 12pm-1:00pm,3,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 5/10/2025 5:45-6:45pm,22,female,"White/European descent,",5,"<$10,000"
Family Swim 4/4/2025 5:45-6:45pm,8,male,black/African-American (having origins in Sub-Saharan Africa,5,"$90,001+"
Family Swim 5/1/2025 12pm-1:00pm,22,male,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa)",2,"$70,001-80,000"
Family Swim 2/16/2025 4:00-5:00pm,13,male,"White/European descent,",4,"$90,001+"
Family Swim 1/13/2025 12pm-1:00pm,18,male,black/African-American (having origins in Sub-Saharan Africa,5,"$90,001+"
Family Swim 6/2/2025 3:30-4:30,10,male,black/African-American (having origins in Sub-Saharan Africa,3,"$90,001+"
Family Swim 6/23/2025 5:45-6:45pm,2,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 1/7/2025 3:30-4:30,8,female,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 1/10/2025 12pm-1:00pm,21,female,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 4/11/2025 3:30-4:30,38,female,Multiracial,1,"$90,001+"
Family Swim 1/8/2025 4:00-5:00pm,13,male,"White/European descent,",4,"<$10,000"
PreK Swim Lessons Thurs,4,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 6/20/2025 5:45-6:45pm,9,male,"White/European descent,",7,"$90,001+"
Family Swim 2/20/2025 4:00-5:00pm,37,male,black/African-American (having origins in Sub-Saharan Africa,8,"<$10,000"
Family Swim 2/22/2025 5:45-6:45pm,24,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa)",3,"$20,001-30,000"
Family Swim 6/5/2025 5:00-6:00pm,8,male,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 3/6/2025 4:00-5:00pm,12,male,"White/European descent,",3,"<$10,000"
Family Swim 2/13/2025 4:00-5:00pm,8,male,"White/European descent,",4,"<$10,000"
PreK Swim Lessons Thurs,3,male,black/African-American (having origins in Sub-Saharan Africa,6,"$90,001+"
Family Swim 6/1/2025 3:30-4:30,36,male,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 6/16/2025 3:30-4:30,11,female,black/African-American (having origins in Sub-Saharan Africa,2,"$90,001+"
Family Swim 1/15/2025 5:00-6:00pm,9,female,Multiracial,1,"$10,001-20,000"
Family Swim 5/25/2025 5:00-6:00pm,19,male,"White/European descent,",3,"<$10,000"
